# m c logL logPrior
2.927290563698679016e+00 7.003377072002092696e-01 -2.849709167958103080e+03 -4.284515022159664926e-02
2.236854960751563315e+00 7.895095987829144235e+00 -2.849611659798390065e+03 -2.501760057719439045e-02
2.270536044776663154e+00 8.223154351579559318e+00 -2.848767530334821458e+03 -2.577666965315026509e-02
3.083456739219079701e+00 -2.656180358659570029e-01 -2.846585695934110390e+03 -4.753852731317780023e-02
3.015715454537416740e+00 1.493127179564643914e-01 -2.841715054332372347e+03 -4.547269851367908428e-02
4.552546109021048615e+00 -6.238379219654126118e+00 -2.837440522231844625e+03 -1.036283803738134307e-01
2.268890040941899500e+00 6.361281745864744153e+00 -2.837237914221005212e+03 -2.573931008942666882e-02
3.927966946120915903e+00 2.579988161590472728e+00 -2.837120011861528383e+03 -7.714462164909237363e-02
2.870543886726043770e+00 7.503392965635749867e+00 -2.832913553267792850e+03 -4.120011102810130360e-02
2.288585331533043110e+00 6.073198353544205119e+00 -2.832641830386533911e+03 -2.618811409854104530e-02
4.466776713770864937e+00 -1.105843074768088741e+00 -2.832273201449719636e+03 -9.976047105342822352e-02
4.785966022264808828e+00 -4.590354747666362201e+00 -2.832138432066300538e+03 -1.145273538313661826e-01
3.282835369945828141e+00 -1.395211156040057077e+00 -2.828980278207918673e+03 -5.388504033083680450e-02
2.329368901930102265e+00 5.555541512978535046e+00 -2.827479806404380724e+03 -2.712979740639525142e-02
2.360887300380588805e+00 5.202730520184357665e+00 -2.823671224083443121e+03 -2.786894422549172565e-02
4.453317996174686044e+00 -1.006371752854875012e+00 -2.823052694465606237e+03 -9.916020587526661045e-02
4.274703121976125786e+00 3.331022172282395166e-01 -2.821815292735764615e+03 -9.136543390516217722e-02
4.651610930320501325e+00 -2.792492410169187700e+00 -2.821236390007241880e+03 -1.081874212353857861e-01
2.244462191513961091e+00 7.870821913356655486e+00 -2.819779320926947548e+03 -2.518805264567826677e-02
4.085324491882693643e+00 -5.039348910049937125e+00 -2.819113191014183940e+03 -8.344938101988294554e-02
3.180411304786461724e+00 -8.125697505621062300e-01 -2.817097991432352046e+03 -5.057508033806762393e-02
2.505775808781088188e+00 3.822005743741812900e+00 -2.816781636822207929e+03 -3.139456201936258878e-02
4.580752137767075460e+00 -2.105850611244653336e+00 -2.816622832222889429e+03 -1.049164507382881750e-01
2.238441696566368933e+00 7.138503682131918993e+00 -2.815765993788654669e+03 -2.505310614463461885e-02
2.519811485268730333e+00 8.355195864226089952e+00 -2.814352995519896922e+03 -3.174724960646102545e-02
3.321067217896170654e+00 5.719022970040329668e+00 -2.812786117246127560e+03 -5.514743732892306294e-02
2.290311836975367221e+00 6.100953708503203288e+00 -2.809854948931747458e+03 -2.622764155294740607e-02
3.039749790629917570e+00 2.559905956049313147e-02 -2.809043455540158448e+03 -4.620039394817313655e-02
3.445821202286073248e+00 -2.242542302724668257e+00 -2.805661412788378129e+03 -5.936841879062120658e-02
3.432975753466444235e+00 -2.176169015903798076e+00 -2.804862299592163708e+03 -5.892661261944249357e-02
2.872166420846689494e+00 1.095196909767296667e+00 -2.804422779825053112e+03 -4.124669974519641624e-02
2.422516108426962855e+00 8.417419540757489216e+00 -2.798490409152299435e+03 -2.934292147794058045e-02
4.730293392192587376e+00 -6.068257877500622399e+00 -2.797698465539443077e+03 -1.118783778811042601e-01
4.684278030744260413e+00 -6.170463803988431195e+00 -2.789479123651061400e+03 -1.097123033465666336e-01
2.722238740354397724e+00 2.148073302299151166e+00 -2.786778781194759631e+03 -3.705291879743149303e-02
2.606529423205340201e+00 8.177360340903820912e+00 -2.785243284025238609e+03 -3.396997817017582272e-02
4.667555423822826732e+00 -6.185074611319937077e+00 -2.784658281849488958e+03 -1.089303681722894324e-01
4.162100669262915886e+00 -5.270251292399197318e+00 -2.780830304427483043e+03 -8.661540990539405571e-02
2.978046366794435240e+00 7.092540894801548035e+00 -2.779286226984039786e+03 -4.434380081388767519e-02
4.783526794417705119e+00 -5.555202367360199567e+00 -2.779244487563471012e+03 -1.144106429645606327e-01
4.778992725470012637e+00 -5.638012171632984959e+00 -2.778328043743727449e+03 -1.141938573504765048e-01
2.709957045207403326e+00 2.245616664917350125e+00 -2.777496198242532046e+03 -3.671933593434620335e-02
2.647879514887863994e+00 8.076118540147760427e+00 -2.771406386458336328e+03 -3.505632962681395903e-02
4.060643456495893311e+00 -4.912255438068191538e+00 -2.766827626759979012e+03 -8.244412640391457492e-02
4.656092993386256929e+00 -6.168367888255355425e+00 -2.766588425640894457e+03 -1.083960098153029794e-01
2.836351050691214404e+00 7.556885150144996288e+00 -2.762558883554444947e+03 -4.022443641378577878e-02
4.720010553182505397e+00 -3.701240042085669035e+00 -2.758152023946747249e+03 -1.113924981107711071e-01
3.060559174232182489e+00 6.768946205875058908e+00 -2.756961304902812572e+03 -4.683511229488389327e-02
3.628285324762609676e+00 -3.103969608459259177e+00 -2.756710179666576096e+03 -6.582227198943857438e-02
4.421103251833945258e+00 -8.160632769614131199e-01 -2.755690212521875310e+03 -9.773076981688343101e-02
4.668866626474716064e+00 -6.136861250061071971e+00 -2.755641308366032263e+03 -1.089915778790469664e-01
4.779747488826013857e+00 -5.453152701168335170e+00 -2.752050302919111346e+03 -1.142299302846929293e-01
4.539109420866687117e+00 -6.120716736637611177e+00 -2.746742803205941527e+03 -1.030175716730035579e-01
2.332420906453845699e+00 5.667753450429935391e+00 -2.746503155220581448e+03 -2.720093642431489420e-02
3.445123100302853736e+00 5.095782164091716027e+00 -2.744125375812985112e+03 -5.934436588120173273e-02
4.649893463802751370e+00 -2.889636636569164807e+00 -2.743860263342585768e+03 -1.081075461235777302e-01
3.273075584588618803e+00 5.882911341091937807e+00 -2.741293346048330477e+03 -5.356511891215064852e-02
4.248571267426012099e+00 -5.499305262961032170e+00 -2.734845807658103695e+03 -9.025178907198935785e-02
3.787846443884511416e+00 3.313480423894318072e+00 -2.734310867038633660e+03 -7.173890341224270495e-02
2.259634831306378100e+00 7.654270185195925613e+00 -2.732768145484405068e+03 -2.552974785426501830e-02
4.330470174487195401e+00 -1.475314301728714028e-01 -2.731547208216635681e+03 -9.376485966061580413e-02
2.325225491362304275e+00 5.792193576144057943e+00 -2.730756278442712755e+03 -2.703336792840534825e-02
4.112348744799879441e+00 -5.064604377684926106e+00 -2.729799171850490893e+03 -8.455706099428572653e-02
2.257174800277193416e+00 7.388472358556500197e+00 -2.721099502351059527e+03 -2.547419039503194191e-02
4.651947888389176278e+00 -2.947781610943154718e+00 -2.720910060216824604e+03 -1.082030957814425765e-01
4.732153602508853751e+00 -5.875664419183799225e+00 -2.720056371944690909e+03 -1.119663885886876264e-01
4.770771323869148262e+00 -5.408762975756813418e+00 -2.714404800984574649e+03 -1.138012951232609399e-01
2.850711092001455782e+00 7.471229597182719395e+00 -2.712341644438092317e+03 -4.063276865030065327e-02
3.502874030299885533e+00 4.793700572083354317e+00 -2.712292629603959085e+03 -6.135063236074682347e-02
2.987171140056271490e+00 7.007919892812643603e+00 -2.710781965540409601e+03 -4.461595709992543374e-02
2.379018245126265363e+00 5.196018254169468165e+00 -2.702151515758157529e+03 -2.829863905321827744e-02
2.376934690550553952e+00 8.243102399452606477e+00 -2.695248291549356054e+03 -2.824909261571328933e-02
2.279585204976390944e+00 7.759330603385943270e+00 -2.685597735187428952e+03 -2.598254353373627076e-02
4.735575629670218945e+00 -4.151510044494030716e+00 -2.675649728457486617e+03 -1.121283827216324469e-01
3.605144164487713354e+00 4.251969292387834720e+00 -2.673693245970081080e+03 -6.498532223369907213e-02
4.234910491093348384e+00 -5.407127877320435871e+00 -2.672769096822685697e+03 -8.967233433786252206e-02
3.066560328022903015e+00 6.678195755075210904e+00 -2.665230313596597171e+03 -4.701896122701967884e-02
3.524421989423854651e+00 -2.538763102286399231e+00 -2.662096808442878682e+03 -6.210775179767201448e-02
4.712177996300964011e+00 -3.817508448231347273e+00 -2.659707394094637948e+03 -1.110231073441148436e-01
4.609751039443955811e+00 -2.599294220868036298e+00 -2.656170727196958978e+03 -1.062490232282731484e-01
4.760365424566233017e+00 -5.098118945781424216e+00 -2.653823088938886940e+03 -1.133053948770282593e-01
3.492008158490070180e+00 -2.371588922214772577e+00 -2.653358370976468905e+03 -6.097060489480606027e-02
2.514154521915523688e+00 3.935224658854556079e+00 -2.652547348389158287e+03 -3.160486480034137985e-02
3.182213770769279471e+00 6.207069436858380307e+00 -2.652046603520916506e+03 -5.063242241436817503e-02
3.504556408158410186e+00 4.740122492271030552e+00 -2.646921985710861009e+03 -6.140957808982088623e-02
2.683449874693370152e+00 2.561473999634197973e+00 -2.646799806652953066e+03 -3.600451614995931610e-02
4.201467890245987213e+00 6.963043398075043910e-01 -2.646573268779983664e+03 -8.826166216384033480e-02
3.753093578683892595e+00 -3.590020399378748284e+00 -2.640343123979103893e+03 -7.042855705179133785e-02
2.511522326022571860e+00 8.165714394143865462e+00 -2.638213510672794200e+03 -3.153872197054913978e-02
2.910360345894486223e+00 7.217946082214670156e+00 -2.637912513980000313e+03 -4.235098671477536408e-02
4.477744171704880038e+00 -5.922663445848494135e+00 -2.637268050734663120e+03 -1.002509643361851055e-01
4.739333938817078540e+00 -5.541540274404590960e+00 -2.635458734684106275e+03 -1.123064309181170256e-01
2.294045075355978902e+00 6.575567415519616432e+00 -2.633239049524478560e+03 -2.631321403882509041e-02
2.680851980514683319e+00 2.595349747909542870e+00 -2.631769084983277480e+03 -3.593483670714750500e-02
4.300957623625686566e+00 -2.067956954389098961e-02 -2.631601814903231570e+03 -9.249118240111955935e-02
3.831713601484875387e+00 -3.920971620789955203e+00 -2.631391438590065263e+03 -7.341014561902096947e-02
4.500144221824064594e+00 -5.940542809706647276e+00 -2.627484851047515349e+03 -1.012564900860825762e-01
3.575704589625410268e+00 -2.763757258424272667e+00 -2.626451453741203295e+03 -6.392831656134111140e-02
2.319245367168730088e+00 7.910620796623899942e+00 -2.624001696895393707e+03 -2.689449536566809046e-02
4.026130309791420281e+00 -4.676516632854469613e+00 -2.621042916420235542e+03 -8.104862635710578800e-02
4.749419361600821787e+00 -5.219924498811257862e+00 -2.617455268493776657e+03 -1.127849213617437840e-01
4.415459376132639946e+00 -9.122218639001444807e-01 -2.614457021858217104e+03 -9.748140751138821558e-02
3.402976193868638699e+00 -1.888332872863369483e+00 -2.613202607116126728e+03 -5.790123488018343589e-02
3.385270193843146203e+00 5.285118261843349430e+00 -2.610705615616906925e+03 -5.730027142661406336e-02
4.294460633149837392e+00 -5.517184625780311436e+00 -2.610289036470635438e+03 -9.221196064836852113e-02
4.686207419495812765e+00 -5.822514871813327275e+00 -2.610053020794508939e+03 -1.098026998926880105e-01
2.388241481130783050e+00 8.105582510812110897e+00 -2.604702896663814045e+03 -2.851848686096878152e-02
4.163059766650753168e+00 9.179371841010619537e-01 -2.599280562341823043e+03 -8.665533310353110141e-02
4.557423867759080593e+00 -2.162576994646566497e+00 -2.598417092383487670e+03 -1.038505615521006925e-01
2.730310915464172705e+00 7.717533717245121494e+00 -2.597511723538212664e+03 -3.727298847551403782e-02
4.591612521869028463e+00 -2.502320881227846350e+00 -2.595587581311181111e+03 -1.054145277549222992e-01
4.605681214680281244e+00 -5.935893853857733937e+00 -2.590533475873209682e+03 -1.060614972562941433e-01
2.625544974087555605e+00 3.066573711787601297e+00 -2.590470328230323958e+03 -3.446743205478212252e-02
3.630732231999107995e+00 4.056063948481304138e+00 -2.583714119442829997e+03 -6.591108270238613120e-02
2.435898742281524587e+00 8.118689056199102083e+00 -2.583529395835693776e+03 -2.966801341324356439e-02
3.478915438749305089e+00 -2.254801827784478796e+00 -2.580648118604742194e+03 -6.051426314984133942e-02
2.837740575212703398e+00 1.509833493380734026e+00 -2.580624924967381958e+03 -4.026385786104261927e-02
2.414772317584421568e+00 5.007734389662558350e+00 -2.575640757697216486e+03 -2.915562672886019141e-02
3.931918575783631908e+00 2.363960067550248567e+00 -2.573601257960448493e+03 -7.729991843296191156e-02
2.530080708101726028e+00 8.060085414791313241e+00 -2.565109695910231494e+03 -3.200654194754266185e-02
4.736347749129597773e+00 -5.162782491127776652e+00 -2.564692818466188783e+03 -1.121649500034250513e-01
4.601882297470097249e+00 -2.655741290330757121e+00 -2.563939582153628635e+03 -1.058866033988433014e-01
4.094804995576623696e+00 -4.873178894402887096e+00 -2.563338394840362525e+03 -8.383713975899635684e-02
4.008574661543780060e+00 -4.567643598899293167e+00 -2.563286173072837300e+03 -8.034335408585414895e-02
2.581728061656655360e+00 7.987753366329878979e+00 -2.559040371340164256e+03 -3.332659892172715188e-02
4.421095951562246107e+00 -5.746123737384362329e+00 -2.557257289879506516e+03 -9.773044706460040643e-02
3.828412673192633342e+00 -3.851134828783133290e+00 -2.554547056689800684e+03 -7.328371798130982329e-02
2.422824963694373057e+00 4.957082514207725055e+00 -2.552850246701721062e+03 -2.935040402350319946e-02
4.733316450812718124e+00 -4.713328691465805242e+00 -2.551800136359235694e+03 -1.120214231176715203e-01
4.368623010342598256e+00 -5.636843405831191589e+00 -2.550518234029420455e+03 -9.542433503247413351e-02
2.300627761492474388e+00 6.910897656724693583e+00 -2.549429596973399384e+03 -2.646444048474936792e-02
2.328742548825205816e+00 6.202772759302991545e+00 -2.547893323661339764e+03 -2.711520929354458223e-02
2.483421707889451824e+00 8.069173635065157058e+00 -2.547320239947945993e+03 -3.083691689608281106e-02
4.660468882559749559e+00 -3.369487736651141319e+00 -2.542729905341617723e+03 -1.085998510265386019e-01
3.432967153398804872e+00 -1.991000368006352161e+00 -2.538793103503930524e+03 -5.892631738157546456e-02
3.084154896080079311e+00 -3.501958097388779834e-02 -2.528367386846724003e+03 -4.756005711507362010e-02
4.193316373620746162e+00 6.492950935176295957e-01 -2.525097375828911026e+03 -8.791951104637922565e-02
3.289325680564959775e+00 5.657511727300817306e+00 -2.525041434258121626e+03 -5.409831716412066838e-02
4.586078454349210354e+00 -5.843156920688161726e+00 -2.522852890424547695e+03 -1.051605779472302160e-01
4.585487696296664417e+00 -2.558396534985994286e+00 -2.515644200330359581e+03 -1.051334870644404507e-01
3.834182537220648168e+00 2.893394243207558780e+00 -2.515392981945766678e+03 -7.350477864363884339e-02
4.517303491437623109e+00 -5.820025567705889635e+00 -2.514522646548158264e+03 -1.020301541687727021e-01
3.290510934962101786e+00 5.642076467053653843e+00 -2.511009334401196156e+03 -5.413731106552583522e-02
3.705733572012175348e+00 3.601238701021170385e+00 -2.505123163888516501e+03 -6.866230653369058412e-02
3.484745375477223295e+00 -2.229951826470269793e+00 -2.504561479068541303e+03 -6.071725165954947045e-02
4.107035199229033928e+00 -4.861882110855829886e+00 -2.498914226288258760e+03 -8.433869063853134673e-02
2.612360661247980609e+00 7.872537407204331927e+00 -2.498387690892282080e+03 -3.412214112217992756e-02
4.150474913849133252e+00 -5.000892399906870622e+00 -2.496396330993684387e+03 -8.613221005245484674e-02
4.138337353841861521e+00 9.977157415699478005e-01 -2.495911423601413844e+03 -8.562918027101430740e-02
2.528736854754833896e+00 7.970937286696430313e+00 -2.491614175614600299e+03 -3.197255040297684869e-02
4.454290598403432888e+00 -1.368956703202033331e+00 -2.488937306839106441e+03 -9.920352367512606795e-02
2.337337092671036842e+00 7.611313024387021287e+00 -2.486618305708545904e+03 -2.731572342387947674e-02
3.945763184800150647e+00 2.210977670963922392e+00 -2.482208860046817790e+03 -7.784523555262114203e-02
3.679684970998369220e+00 -3.144274306518400675e+00 -2.477047297119422637e+03 -6.770040742895634678e-02
2.607611428289565492e+00 3.341118206156227455e+00 -2.469886454815502020e+03 -3.399818680473174620e-02
2.318840829383645996e+00 7.072759529691726499e+00 -2.468321564605118510e+03 -2.688511396008317483e-02
3.885350778641726954e+00 -4.019744025086927408e+00 -2.467508320598532009e+03 -7.547975336545936775e-02
2.783606828276134149e+00 1.991596817832423483e+00 -2.465218068411728382e+03 -3.874233487212758870e-02
3.016295007326619704e+00 4.341235786135493324e-01 -2.463105659278063285e+03 -4.549017785611746828e-02
3.195787363812037540e+00 -6.443020218650286068e-01 -2.463002125668464487e+03 -5.106528437350346672e-02
4.554726715551857374e+00 -5.758544334719748470e+00 -2.460186103925319912e+03 -1.037276772668090513e-01
2.347339850401549466e+00 7.606286197150417649e+00 -2.459930899330103330e+03 -2.755002186641584278e-02
4.708841468013201137e+00 -4.537158214692810887e+00 -2.458871413571099765e+03 -1.108659398544036001e-01
