# m c logL logPrior
4.557100523394208125e+00 -1.028709657557122181e+00 -3.711476668533259271e+03 -1.038358259015988300e-01
4.941067670902795861e+00 -4.832671039858463580e+00 -3.709120612038268973e+03 -1.220707486422038940e-01
2.244013765434875740e+00 5.240548012448383197e+00 -3.704171558661658764e+03 -2.517798889730604728e-02
3.895258729526033470e+00 -4.893968796367125229e+00 -3.701963526232612367e+03 -7.586520284974383743e-02
2.348151617546559766e+00 4.284500243510745321e+00 -3.698943914903699806e+03 -2.756908009493262354e-02
4.985192237112881841e+00 -6.554223028088703273e+00 -3.698579677875648940e+03 -1.242607082048527017e-01
4.583881415629864620e+00 -1.254285588813949914e+00 -3.694674113288429908e+03 -1.050598441627842577e-01
2.299712442275927415e+00 4.724391192070664935e+00 -3.691824157734298296e+03 -2.644338658579355530e-02
2.243161436437243417e+00 5.263726334800272966e+00 -3.691522597734034207e+03 -2.515886614959598686e-02
2.859339368862241493e+00 8.151622222780034122e+00 -3.688607496736747635e+03 -4.087910813162760892e-02
3.219524593384023525e+00 -1.596253798644888811e+00 -3.688594399857462577e+03 -5.182669303702280156e-02
4.965913254629753304e+00 -5.337912105689044395e+00 -3.685628341397770782e+03 -1.233014722625373621e-01
2.383718514277394451e+00 3.994948308453143859e+00 -3.682896897856549003e+03 -2.841056977654414506e-02
3.128770275428141456e+00 -1.075473889509946268e+00 -3.674140583561510539e+03 -4.894601718201344737e-02
4.122516303074634791e+00 -5.767700782345155375e+00 -3.673845381836252727e+03 -8.497570334558077199e-02
2.423731085539543528e+00 9.335338004615477914e+00 -3.669248688602561288e+03 -2.937236187505347026e-02
3.273542625995375044e+00 6.477161886143642633e+00 -3.666821959151335705e+03 -5.358040662104347068e-02
3.918719192352895675e+00 -4.968774975664087989e+00 -3.664795884717394983e+03 -7.678180054257466303e-02
2.837506071938527885e+00 7.035016644561613575e-01 -3.663142381021842539e+03 -4.025720354144007862e-02
4.101796716678425270e+00 2.081709334737033679e+00 -3.661986861556006716e+03 -8.412368152476955296e-02
2.625584970251240602e+00 8.868505808141716074e+00 -3.661074137178200090e+03 -3.446848218004604225e-02
4.888342764090062076e+00 -7.190856653123226749e+00 -3.659071815171648268e+03 -1.194794748961583580e-01
2.243562376234627287e+00 5.300982913400216212e+00 -3.656611164571226254e+03 -2.516786068027783776e-02
2.533613525563304769e+00 2.833879534615276974e+00 -3.643408873399087042e+03 -3.209598748458659251e-02
2.803793227486945483e+00 8.310730578656459144e+00 -3.641943856377128213e+03 -3.930628231250830884e-02
3.648739943004536190e+00 4.646538816392739690e+00 -3.641845446887614344e+03 -6.656651585838373186e-02
2.721155087214050639e+00 1.490722628304280928e+00 -3.640825351164340191e+03 -3.702342504335453394e-02
2.190962292232438990e+00 9.435425857850468390e+00 -3.637916251100244608e+03 -2.400157882992211625e-02
2.056709882537310463e+00 8.141685449325500201e+00 -3.635491142653553197e+03 -2.115027770463318371e-02
2.938965631818222235e+00 8.101427972475105932e-02 -3.634048302886188594e+03 -4.318759492504341269e-02
3.318055729202907589e+00 -2.097815082708517131e+00 -3.630220130972596962e+03 -5.504746911048120223e-02
4.966552333265920716e+00 -5.589788554187603786e+00 -3.627406532912424609e+03 -1.233332103953457964e-01
4.706393494374625952e+00 -7.224432106159888178e+00 -3.616184305214887445e+03 -1.107506986194590204e-01
2.399792462748856270e+00 9.324355732266123908e+00 -3.614195294920943525e+03 -2.879501932133110217e-02
3.654029980474139627e+00 4.599740300750999822e+00 -3.609632359611490301e+03 -6.675967549101920195e-02
3.015540767939800748e+00 -3.692397351680281048e-01 -3.607698737768120282e+03 -4.546743061553480680e-02
4.290258706923459009e+00 -6.293246672690445465e+00 -3.606906422336458490e+03 -9.203159886166274728e-02
4.919725669260644807e+00 -6.967894267756371107e+00 -3.606376095544210784e+03 -1.210185033039105074e-01
2.900051543105044427e+00 7.950734800313482786e+00 -3.603128880632928485e+03 -4.205149476332974839e-02
2.616669936838448063e+00 2.251594356897145488e+00 -3.602709828451795147e+03 -3.423480779177064809e-02
2.095868300653984662e+00 9.024097853959808901e+00 -3.601510990486756782e+03 -2.196331966843110758e-02
4.952022909617183721e+00 -6.684151400466906701e+00 -3.600112767253202946e+03 -1.226126544868671869e-01
2.398487080617450307e+00 3.948687464826427629e+00 -3.598549847576132834e+03 -2.876370137944409683e-02
4.104194921728428369e+00 -5.651517715855833401e+00 -3.598144996111863748e+03 -8.422207977770711229e-02
4.658367231232269035e+00 -7.153146498829664246e+00 -3.596964935771539331e+03 -1.085019263050929772e-01
3.915819478589256608e+00 3.150288305732789063e+00 -3.591232699867257452e+03 -7.666821094449517704e-02
2.654552106417320534e+00 8.731959806244747213e+00 -3.585640189489204204e+03 -3.523323442842316716e-02
2.838821723118896134e+00 7.536869354971683643e-01 -3.575681690545761739e+03 -4.029454387825869011e-02
3.005258303691867194e+00 -2.820561135925412355e-01 -3.568057464858290587e+03 -4.515788735954459621e-02
4.961041397401385389e+00 -6.332245406697713186e+00 -3.567870836848714589e+03 -1.230596587336514613e-01
4.403143658648854597e+00 -6.585752656574109132e+00 -3.554249411796055483e+03 -9.693837039349811890e-02
3.371995073625044803e+00 -2.337296364271371107e+00 -3.553524056668040885e+03 -5.685175388275785779e-02
4.856599472869331358e+00 -7.092762995027482198e+00 -3.551670572800061109e+03 -1.179327921993733319e-01
4.040093577769652278e+00 2.389423754786628606e+00 -3.551568223554061206e+03 -8.161178058567794547e-02
4.849947592138569519e+00 -3.904811549905944368e+00 -3.550030105020740848e+03 -1.176099582324535292e-01
3.228760736812099186e+00 6.603857392880524202e+00 -3.549534302726974602e+03 -5.212447947789704272e-02
3.479813211038742082e+00 -2.883297475054441339e+00 -3.541309551761156399e+03 -6.054549991859880381e-02
2.181503288517522510e+00 9.273463016201136000e+00 -3.540098778450495047e+03 -2.379478298906382780e-02
2.128844339222890181e+00 6.839777194304964780e+00 -3.539827500931534814e+03 -2.265989110320671893e-02
3.082106523630199213e+00 -7.181311032133184113e-01 -3.534549744571792871e+03 -4.749690311501916090e-02
2.594179293449525581e+00 2.473295240346282675e+00 -3.527832246164033677e+03 -3.364883103281139654e-02
2.469989116275526975e+00 3.426736051942946837e+00 -3.526424375954199604e+03 -3.050423117259779340e-02
2.371376748759546960e+00 9.275810045874413490e+00 -3.524105820304483132e+03 -2.811713842278699624e-02
3.523799791502312040e+00 5.205838111538129809e+00 -3.514110281431849671e+03 -6.208582485295869452e-02
4.761766373014997278e+00 -7.134221011812987179e+00 -3.513207390812621270e+03 -1.133720949558820051e-01
2.090718077820136855e+00 7.673124032101802605e+00 -3.511603160348622168e+03 -2.185551040461963801e-02
4.120204487632888046e+00 1.868322927529373567e+00 -3.511533789841562339e+03 -8.488042509955094628e-02
3.647904156430735512e+00 -3.677447238238168659e+00 -3.504889479456343906e+03 -6.653602367252318961e-02
4.615576429440693573e+00 -1.683155639952254923e+00 -3.504763161186387606e+03 -1.065177288800425170e-01
2.479234278019208482e+00 3.373261148652911601e+00 -3.503112213746285306e+03 -3.073301302652712771e-02
2.931605641269536822e+00 7.767253418982615898e+00 -3.498561285321128707e+03 -4.297155817961686303e-02
2.084832495651776973e+00 8.050007129682313689e+00 -3.496975811948293540e+03 -2.173263267462808082e-02
4.877080209326106974e+00 -6.925572282427117088e+00 -3.491167951945251389e+03 -1.189295568410019127e-01
2.095566295693823911e+00 7.641478194471423180e+00 -3.490080036124011258e+03 -2.195699049823967783e-02
2.089491707985003721e+00 8.455043847488571629e+00 -3.488686602800870332e+03 -2.182987798869043955e-02
3.747123439788170085e+00 -4.121386579684533480e+00 -3.487265004796840003e+03 -7.020467036504965397e-02
3.956493697265391241e+00 2.843839918011096479e+00 -3.480820540674706081e+03 -7.826921188250382522e-02
2.948700791600018523e+00 7.692306674238730047e+00 -3.480336505240005863e+03 -4.347418179191287618e-02
3.620148693100591508e+00 4.696401508446422568e+00 -3.478132313692822663e+03 -6.552738280078961031e-02
2.379374040839059568e+00 9.219387419134339012e+00 -3.476825575337468308e+03 -2.830710413109397208e-02
4.831896035449508631e+00 -7.008700007473375848e+00 -3.466441239912417132e+03 -1.167360964869634116e-01
2.413172779432424253e+00 3.950562633438049698e+00 -3.465299341269364049e+03 -2.911701431696805953e-02
2.090933149691290627e+00 8.214470960891462781e+00 -3.465158758431370188e+03 -2.186000718238970478e-02
3.175099101843687155e+00 -1.208331206691784176e+00 -3.461807720397398498e+03 -5.040627153264293919e-02
3.528025509554844508e+00 5.152194465363875153e+00 -3.460180873069966310e+03 -6.223481998034860463e-02
2.449723924977510681e+00 3.654894335267490746e+00 -3.455361032356599026e+03 -3.000573654303610380e-02
2.097851530573481504e+00 8.446192631886930258e+00 -3.453087958958873514e+03 -2.200490522164749718e-02
4.913821347634378611e+00 -6.597797413834767255e+00 -3.449628231841388242e+03 -1.207282011823366946e-01
2.122564266848507852e+00 8.813672591767192088e+00 -3.449441708485756863e+03 -2.252639533451071888e-02
4.917039904947364093e+00 -6.528505816766847936e+00 -3.439593240841782062e+03 -1.208864071342239110e-01
2.808614787025716097e+00 1.046702054583995789e+00 -3.437389814819222011e+03 -3.944158510949754420e-02
4.537829882203209486e+00 -1.125010372886517951e+00 -3.420588615016546555e+03 -1.029595001990819547e-01
3.168434185221602917e+00 6.781682666693889416e+00 -3.419130072842524442e+03 -5.019487593040442008e-02
3.644698466010678040e+00 4.530108385971116647e+00 -3.414329714522869835e+03 -6.641913454070294542e-02
4.298996992398573802e+00 6.193765768065907507e-01 -3.403454167879509441e+03 -9.240687570325992195e-02
4.814379296006888076e+00 -6.941353809124228391e+00 -3.402588510607129137e+03 -1.158912400290988964e-01
2.126001935430626322e+00 8.690286770573425912e+00 -3.400961431708728014e+03 -2.259942114727384738e-02
3.973832408245999925e+00 -5.023797348356201731e+00 -3.398282033916128967e+03 -7.895672004413101241e-02
2.336735908369844239e+00 4.700720300254621620e+00 -3.396139394609160718e+03 -2.730167352732520286e-02
2.969597334513450981e+00 7.557510750664949484e+00 -3.394210845014499228e+03 -4.409254164574695489e-02
3.317494322687072561e+00 -1.950196213277138213e+00 -3.392837413960412050e+03 -5.502884290530478395e-02
3.631604198971450259e+00 -3.531062359238607229e+00 -3.390717942629070421e+03 -6.594274528993535056e-02
3.922723903552745917e+00 -4.812035060878121939e+00 -3.388705414135476985e+03 -7.693881411752047372e-02
4.803112568694114515e+00 -3.611249627415829888e+00 -3.385837995472254079e+03 -1.153494517377368772e-01
2.401960689800340276e+00 4.131530342987405291e+00 -3.379062747210220095e+03 -2.884707577673063447e-02
3.081626943161274390e+00 7.103463397108106037e+00 -3.363750789121294474e+03 -4.748212308408749499e-02
3.620179329615774932e+00 4.621309244866111499e+00 -3.355961799262184741e+03 -6.552849189288660614e-02
2.396870425729359599e+00 4.200697728534890985e+00 -3.354761308779830415e+03 -2.872493918868020829e-02
3.081002276276257223e+00 -5.891242058623085143e-01 -3.343295844469235817e+03 -4.746287513209739711e-02
2.415880606869351688e+00 4.048483548843179847e+00 -3.341741896777513830e+03 -2.918239553323713487e-02
3.945635011932235425e+00 -4.873457766725826978e+00 -3.340075620545539550e+03 -7.784017823692745974e-02
3.495305109816241096e+00 5.239430979811197986e+00 -3.338905602866932895e+03 -6.108578905353763411e-02
3.295178413372861215e+00 -1.795796607077092766e+00 -3.338028260636775030e+03 -5.429100387979243769e-02
4.044571153345182246e+00 2.221248966837183314e+00 -3.336765712631493898e+03 -8.179277907235989187e-02
3.828950353294695130e+00 -4.384116604779431547e+00 -3.333274547582745527e+03 -7.330430403997785505e-02
2.201225130590658274e+00 8.945911524014817928e+00 -3.319230112869330242e+03 -2.422696037771930253e-02
3.129844811159122830e+00 -8.562002269551927114e-01 -3.315335984622240176e+03 -4.897964270969842188e-02
4.434397069984489015e+00 -4.238071426504177452e-01 -3.308108569385997725e+03 -9.831938687143511324e-02
3.978166395589934456e+00 2.603485977680254138e+00 -3.307941490599150256e+03 -7.912903935500505137e-02
4.304970134773915547e+00 5.026053092252258381e-01 -3.302125494447135225e+03 -9.266383930647671685e-02
2.164626997435566302e+00 6.846682860074585264e+00 -3.300377277980834606e+03 -2.342805019013457710e-02
4.864326814702954138e+00 -6.555688144246690996e+00 -3.294548242575873701e+03 -1.183083768011909259e-01
3.052737069400547121e+00 -3.855022459587047479e-01 -3.288612857824102321e+03 -4.659601807446121097e-02
2.350304925580487314e+00 4.698696379615377339e+00 -3.285684507718424356e+03 -2.761966621603949984e-02
4.190842032535023520e+00 -5.742888178953430511e+00 -3.284837076479299412e+03 -8.781578470831144512e-02
3.277042408871448931e+00 -1.661604173706732857e+00 -3.281519586897851241e+03 -5.369503474770994517e-02
4.374222543246528261e+00 -6.339441523570465975e-03 -3.277625289467136554e+03 -9.566911428923062510e-02
2.477052686225445832e+00 8.884533271314227321e+00 -3.275178185516697795e+03 -3.067895005168348385e-02
2.131752938692674348e+00 7.887768604617887647e+00 -3.273968622126894388e+03 -2.272185295812426120e-02
3.089266592193569583e+00 7.013253464190809972e+00 -3.272530276254574801e+03 -4.771784038821635932e-02
4.748013550111816805e+00 -3.177606762777614335e+00 -3.266778218757272953e+03 -1.127181633602270944e-01
3.604199674163573786e+00 4.646231807358264021e+00 -3.263951290445163522e+03 -6.495127645620406287e-02
2.391863000005860940e+00 4.344877708439042863e+00 -3.259935242985545756e+03 -2.860504305398518798e-02
3.508481106051724918e+00 5.125240529901823550e+00 -3.259627207938062838e+03 -6.154719835760968233e-02
4.078656769844893226e+00 -5.329280423625738727e+00 -3.256235062788361120e+03 -8.317720523100789742e-02
2.167896354011409343e+00 6.913081687453470181e+00 -3.255936011094785044e+03 -2.349887300867981033e-02
2.620662517720747431e+00 8.561390187894067694e+00 -3.251880474390857671e+03 -3.433936015893224170e-02
2.786934957378509381e+00 8.088039033814879986e+00 -3.249756743031829501e+03 -3.883503228329177742e-02
4.893583783653457253e+00 -5.463769488603919200e+00 -3.248477577114420001e+03 -1.197358112381804451e-01
3.864243286376601638e+00 3.222131167380927863e+00 -3.238002356636622608e+03 -7.466188088153320745e-02
2.677151155825208573e+00 8.402148788691008008e+00 -3.237319882166999378e+03 -3.583569155568125386e-02
4.888609162780805484e+00 -6.047091275736898197e+00 -3.237178728059428522e+03 -1.194924977321222409e-01
2.838737702059966228e+00 7.909786132866196695e+00 -3.235142752715032657e+03 -4.029215870548349260e-02
2.153865524548185029e+00 7.288915248520413392e+00 -3.232898689832171385e+03 -2.319568348918614117e-02
2.164939617138764483e+00 8.506092583909348193e+00 -3.225439735640077288e+03 -2.343481772928469875e-02
4.558954658747794930e+00 -6.651072178765484288e+00 -3.224830790289396646e+03 -1.039203379025911006e-01
4.802546519632432620e+00 -6.659355341331077760e+00 -3.217483410188795460e+03 -1.153222653661679503e-01
2.475001862242779183e+00 8.820150762820702539e+00 -3.204599638535272788e+03 -3.062817109052612397e-02
4.641279859467182689e+00 -6.724024662583524048e+00 -3.198274493142068877e+03 -1.077073936694785544e-01
3.321999553616682199e+00 -1.849470177300005069e+00 -3.194520651690766499e+03 -5.517840517114718651e-02
4.110252608105483318e+00 1.713735194640307435e+00 -3.193356100541041087e+03 -8.447088251218964894e-02
3.107272611337794643e+00 6.887831949919338115e+00 -3.192478901997874345e+03 -4.827571540584998933e-02
2.431563601711653533e+00 4.066067716551871492e+00 -3.191370055218975267e+03 -2.956250774584474189e-02
2.964058189034532553e+00 7.440267056098345932e+00 -3.191308200479303650e+03 -4.392820473991335822e-02
3.737968090335503035e+00 3.891088388619737604e+00 -3.186276353511246271e+03 -6.986202722183222635e-02
2.152039022173120486e+00 7.972358973120790004e+00 -3.183206336200017631e+03 -2.315635976477920660e-02
4.620109488743379345e+00 -2.045026369915705633e+00 -3.183121485914525238e+03 -1.067270584398830463e-01
3.942330847082581080e+00 -4.754327271525148113e+00 -3.179403331763543520e+03 -7.770986253929432208e-02
2.489481176944653207e+00 8.764218622335130604e+00 -3.170895474765549352e+03 -3.098758265180867610e-02
4.096676291524399716e+00 -5.329677330017531744e+00 -3.162711687819685267e+03 -8.391378318769054934e-02
3.980186072036222544e+00 2.493769688281265662e+00 -3.161762467117810047e+03 -7.920940584015566388e-02
2.175024980467479274e+00 8.384330952723313857e+00 -3.160515732110704448e+03 -2.365366832828779201e-02
4.735887193578365739e+00 -3.206494894077572599e+00 -3.154029902078441864e+03 -1.121431375514978512e-01
2.736608817879160327e+00 1.744648718270981336e+00 -3.153897164771848111e+03 -3.744513911046987858e-02
4.671028309132899459e+00 -2.552052525302248132e+00 -3.150892138821773187e+03 -1.090925273236047766e-01
2.957117550769204684e+00 2.925184109421801182e-01 -3.150839728778359586e+03 -4.372272104533630327e-02
3.116435250888741848e+00 -6.643628337848603849e-01 -3.142055795245982154e+03 -4.856084336490987252e-02
3.157768022468704139e+00 -9.013183554369859074e-01 -3.138377035731786691e+03 -4.985749441862955683e-02
4.075707710010849638e+00 1.889061954844386548e+00 -3.133177284973888163e+03 -8.305696668720942422e-02
3.476261713270333509e+00 5.202926100462742731e+00 -3.133050454793799872e+03 -6.042197749574596682e-02
2.394077210412799861e+00 8.828852418896520504e+00 -3.124578081344795009e+03 -2.865802844708966943e-02
3.987622648018442906e+00 2.421027718477767543e+00 -3.120522287862888334e+03 -7.950567191494808950e-02
2.864161606144562722e+00 7.740263712219718428e+00 -3.118721234516935056e+03 -4.101710853056301370e-02
2.865592263604536782e+00 7.734024629226955660e+00 -3.116763966988475659e+03 -4.105809510615086172e-02
4.836567242968991209e+00 -6.265378995045800536e+00 -3.115892841552665686e+03 -1.169619134788033310e-01
4.723116237683663954e+00 -6.625991854056150210e+00 -3.113481139684766276e+03 -1.115391349733554360e-01
2.724193223586803825e+00 1.864961728676907349e+00 -3.111516402196281888e+03 -3.710614359718130556e-02
2.284572462613614796e+00 5.617472738889837558e+00 -3.103790195750867952e+03 -2.609635668466218569e-02
4.819855203395486676e+00 -6.345092992573036383e+00 -3.101863733623784810e+03 -1.161550209084927371e-01
4.263083454104081405e+00 6.380193980819601762e-01 -3.100833234794058171e+03 -9.086940268327992065e-02
4.038191968782088637e+00 -5.070363087707805860e+00 -3.098463388744869917e+03 -8.153497188368082071e-02
3.145484074920771089e+00 -8.018901659825243833e-01 -3.095334907785450923e+03 -4.947035032790090409e-02
2.326693559947973000e+00 5.173492380253913225e+00 -3.093354043281557551e+03 -2.706751460951685798e-02
2.178698057070267424e+00 7.321902381756189016e+00 -3.091547138521563284e+03 -2.373362611940879260e-02
4.626287058400437857e+00 -2.206983934294177274e+00 -3.087341665482523240e+03 -1.070126597336168855e-01
2.611656303638426380e+00 2.706894420044458904e+00 -3.086855505059044845e+03 -3.410374324167164684e-02
3.128233855199087809e+00 6.731839745570221467e+00 -3.086459436516367987e+03 -4.892923526406874057e-02
3.063243908875097787e+00 -3.096900744091826141e-01 -3.082692093803315856e+03 -4.691731622630194304e-02
3.880652879134134814e+00 -4.436862654891839064e+00 -3.080090073591725741e+03 -7.529733384166024945e-02
4.819071823135676169e+00 -4.422615094245534451e+00 -3.075249600938646836e+03 -1.161172661827010455e-01
4.535389728315037949e+00 -1.429076767792184066e+00 -3.073837233049001952e+03 -1.028487999385277740e-01
3.448480742370732877e+00 5.298616297012396004e+00 -3.073062113974166095e+03 -5.946009715250900884e-02
3.527615011879511986e+00 -2.828941647720118802e+00 -3.071866831287037257e+03 -6.222033836018844161e-02
4.853685375308637973e+00 -5.790100473727505914e+00 -3.069127322355478100e+03 -1.177913086124247610e-01
3.150445652886949333e+00 6.627362851335382388e+00 -3.066650664325335583e+03 -4.962653905897138756e-02
4.842176796295998287e+00 -6.001678739276215424e+00 -3.061181339291991662e+03 -1.172333806329368816e-01
3.856044452764791242e+00 3.151257649935685912e+00 -3.059575104630378064e+03 -7.434539410849060059e-02
3.740861535090369117e+00 -3.818766024847674245e+00 -3.054437795323740374e+03 -6.997022512359335478e-02
3.837303289221510649e+00 3.252272712348347916e+00 -3.051305441090070417e+03 -7.362448266735113767e-02
4.330037230260263215e+00 -5.990135954931122164e+00 -3.050233732216031058e+03 -9.374611207719985018e-02
4.851708950268520226e+00 -5.598707248818696414e+00 -3.047520664762520028e+03 -1.176953986905783234e-01
3.497694041953414601e+00 5.041347037127149378e+00 -3.044803644206937861e+03 -6.116931805558208091e-02
3.114730454829431672e+00 6.754177131659066191e+00 -3.038533537681541020e+03 -4.850772903120979807e-02
2.198309397236703600e+00 7.059036197746291208e+00 -3.036501595583286871e+03 -2.416282102989599292e-02
4.391104501086775080e+00 -6.136372254884442157e+00 -3.035895347888083506e+03 -9.640899369732267021e-02
2.276864514548510243e+00 5.824426048098633402e+00 -3.034790592577148800e+03 -2.592056008805111722e-02
3.759674091235491566e+00 3.673897848017164236e+00 -3.034650883408141453e+03 -7.067574636153708956e-02
3.282613892022729907e+00 -1.532211763684845574e+00 -3.034473462589387054e+03 -5.387776982050307417e-02
4.748015641922946450e+00 -3.530651833112442350e+00 -3.034376209812184243e+03 -1.127182626797248455e-01
4.845220378900317648e+00 -5.748675664399899077e+00 -3.031578623060276641e+03 -1.173808026005546956e-01
2.419488025535435405e+00 8.703352706576827913e+00 -3.030814499546830575e+03 -2.926961152854679754e-02
3.902664896853610621e+00 -4.492015065821701292e+00 -3.027884122292519351e+03 -7.615396648566701010e-02
2.910130888363888335e+00 6.799730906396233010e-01 -3.025653912709709402e+03 -4.234430893704796417e-02
2.928557529923059732e+00 5.629697560368622788e-01 -3.024352720733658771e+03 -4.288224603034526683e-02
3.864653930408759042e+00 -4.328893356023749028e+00 -3.018343311621641078e+03 -7.467775000911934524e-02
3.433227178968580873e+00 5.335170851902475420e+00 -3.016994855357440429e+03 -5.893524431204279906e-02
4.469475590334125670e+00 -9.537816878142072463e-01 -3.011854467927445057e+03 -9.988106026296289519e-02
4.834177267856520466e+00 -4.962671556922533256e+00 -3.011583768907271406e+03 -1.168463492853036578e-01
2.371650721229298764e+00 4.830846399202597397e+00 -3.008341365667042737e+03 -2.812363571753726324e-02
4.794138583918863716e+00 -6.256214527106346956e+00 -3.006777163850216766e+03 -1.149188238090978476e-01
4.708967540132076302e+00 -3.139564262581419740e+00 -3.000750396371495754e+03 -1.108718764700876852e-01
3.121157493845327036e+00 -5.955175503441088036e-01 -2.999503486752547815e+03 -4.870812050693420353e-02
2.217865189291472916e+00 8.264355867175785519e+00 -2.997552117124792403e+03 -2.459462998935450784e-02
4.156022069331565483e+00 -5.415403270798648805e+00 -2.996206701035276183e+03 -8.636259720385512650e-02
4.666373817661783718e+00 -6.485375803183790921e+00 -2.992778924321251907e+03 -1.088752230307970387e-01
3.231685835782196925e+00 6.232153762622665738e+00 -2.988774111910687225e+03 -5.221896670597638707e-02
3.008256155342983629e+00 7.130894176684948071e+00 -2.983979659007281953e+03 -4.524802548079474851e-02
4.199246900451456099e+00 -5.547476605713034914e+00 -2.983160042344251906e+03 -8.816837265475579999e-02
4.804473315682481704e+00 -6.114377265264939965e+00 -2.979047250853602236e+03 -1.154148192055250849e-01
2.734519988967595072e+00 8.028799297704376059e+00 -2.971197952012982114e+03 -3.738799785031668432e-02
4.808050007986017782e+00 -6.057617915316289903e+00 -2.970658112198316758e+03 -1.155867243964717322e-01
2.802069967418186813e+00 7.827537045872952959e+00 -2.969253635710313574e+03 -3.925798051153479851e-02
2.203262520302144534e+00 7.304909503369996671e+00 -2.968606891492657269e+03 -2.427182866684078621e-02
2.294652959626750643e+00 8.561446848725976722e+00 -2.967120994842124219e+03 -2.632716102561902943e-02
3.141592480296453882e+00 -6.906980403013899261e-01 -2.964543880767951578e+03 -4.934801656127613123e-02
2.232917429137962984e+00 8.289545537408116616e+00 -2.964264761494671347e+03 -2.492960122674045195e-02
2.276239662885546799e+00 5.965945938754196654e+00 -2.963253221401282190e+03 -2.590633501446654163e-02
4.371789335630013262e+00 -2.593799415761506300e-01 -2.951436290863605336e+03 -9.556270997564154934e-02
4.567743382349506831e+00 -1.833488984829100943e+00 -2.951299511787493884e+03 -1.043213980349885633e-01
2.732057293993065628e+00 1.939684754379340070e+00 -2.950091708619163910e+03 -3.732068528830355392e-02
2.616863946709064415e+00 8.307671748637019959e+00 -2.947706053322888692e+03 -3.423988457792870310e-02
3.712744755288181597e+00 3.869927870565715189e+00 -2.945729475955198268e+03 -6.892236808959949224e-02
2.888136120628034043e+00 7.530340922982007967e+00 -2.944544580722551473e+03 -4.170665125638175347e-02
2.422221227371110785e+00 8.599939695247527993e+00 -2.944173053820686164e+03 -2.933577837163605165e-02
3.433031862367883047e+00 5.288031786954651814e+00 -2.943873435637082366e+03 -5.892853884016547444e-02
2.498473276964552792e+00 3.748543338127242386e+00 -2.943719576449710075e+03 -3.121184357852995611e-02
3.793095754503355010e+00 3.425093753783414741e+00 -2.938856697871376127e+03 -7.193787701415688129e-02
4.302027301910449353e+00 2.259401138300514145e-01 -2.925842553487807891e+03 -9.253719453191450173e-02
2.363138901041488715e+00 8.577540512679926010e+00 -2.922492883250151408e+03 -2.792212732807787881e-02
2.366320784418193046e+00 5.000721683830846587e+00 -2.921946310921603526e+03 -2.799737027384766042e-02
2.253483487244766437e+00 8.298571143693076024e+00 -2.916648363623789919e+03 -2.539093913642416836e-02
4.618210086905923717e+00 -6.372597631076487801e+00 -2.910214188779467349e+03 -1.066393220339981046e-01
4.453464260664009799e+00 -9.236168452239628124e-01 -2.909544476584167569e+03 -9.916671960505817063e-02
2.267210399980555291e+00 6.206695748331471307e+00 -2.908860927321024064e+03 -2.570121498889995151e-02
3.378026481194540409e+00 5.523336187647097439e+00 -2.908659186712513929e+03 -5.705531453825784388e-02
2.601308082253195320e+00 2.947321470124693477e+00 -2.908346951138428722e+03 -3.383401869397898581e-02
4.546895534684716189e+00 -1.698965439976042546e+00 -2.907689323264389259e+03 -1.033712950166790490e-01
4.586649368215397260e+00 -6.350323688569039504e+00 -2.907577138700586602e+03 -1.051867621347535309e-01
4.809785175699682114e+00 -5.766177738315939827e+00 -2.904864600168875768e+03 -1.156701671819021227e-01
2.246273642358381117e+00 8.206821080182457706e+00 -2.901884599149230326e+03 -2.522872638176994545e-02
2.343078328007334399e+00 5.278811065979168937e+00 -2.900632864860727295e+03 -2.745008025588822898e-02
2.311227609023958962e+00 5.644165705763738217e+00 -2.900491528762630423e+03 -2.670886530357302960e-02
4.815002667334747244e+00 -5.551873655577896471e+00 -2.894697665854080242e+03 -1.159212534322036636e-01
4.811925309027992093e+00 -5.007426475823234746e+00 -2.890766880645932815e+03 -1.157731258983207001e-01
3.435406243819260297e+00 -2.240857935536370249e+00 -2.882379930810338010e+03 -5.901008030036178353e-02
4.727093274423128655e+00 -6.241400473036183172e+00 -2.879304251507738627e+03 -1.117270541254818811e-01
4.730582767066225713e+00 -6.231820359695422695e+00 -2.879097988343070483e+03 -1.118920665803197489e-01
3.664858702899269627e+00 4.079308998785530882e+00 -2.876997672324067025e+03 -6.715594656108259120e-02
2.619255552153631150e+00 8.234074499763185173e+00 -2.873162494312140097e+03 -3.430249823743811155e-02
2.900053980502731221e+00 7.434783325766382234e+00 -2.871463425248508884e+03 -4.205156544914868261e-02
2.427802870646075473e+00 4.466927164119824489e+00 -2.867198601296808647e+03 -2.947113389358662489e-02
3.539922440964779149e+00 4.711704627636714271e+00 -2.862149871915342374e+03 -6.265525444023019308e-02
4.794808608514403048e+00 -4.669488897995678123e+00 -2.861473630189197593e+03 -1.149509479614191365e-01
4.664793954185900482e+00 -2.873712543448936341e+00 -2.860391406777760039e+03 -1.088015131750466602e-01
3.385736454593912370e+00 5.454129745848546484e+00 -2.858923610769368679e+03 -5.731605669983077384e-02
2.282483766937705827e+00 6.100909764162699922e+00 -2.858779618677013787e+03 -2.604866073167069404e-02
2.341701250522339350e+00 8.453674455726314818e+00 -2.853224152449119174e+03 -2.741782373348944368e-02
